accessGroup,author,category,changeDate,enabled,hitCount,name,severity,valid,targets,detailPage
"All","ESET","File system","2023-08-02T16:12:57Z",false,0,"File memory.dmp was written into windows folder [C0322]",1,true,"All",https://localhost/console/rule/1177/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",true,0,"File modified in %startup% folder by suspicious process [A0127a]",3,true,"All",https://localhost/console/rule/38/details
"All","ESET","File System","2023-08-02T16:12:53Z",false,0,"File Moved from Remote Desktop Client Computer [D0324]",2,true,"All",https://localhost/console/rule/481/details
"All","ESET","File system","2023-08-02T16:12:51Z",false,0,"File permissions modification attempt via PowerShell [C0302a]",1,true,"All",https://localhost/console/rule/287/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"File permissions modification attempt via PowerShell [C0302b]",1,true,"All",https://localhost/console/rule/288/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"File permissions modification attempt via PowerShell [C0302c]",1,true,"All",https://localhost/console/rule/289/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"File probably encrypted with filecoder [C0610]",2,true,"All",https://localhost/console/rule/380/details
"All","ESET","File system","2023-08-02T16:12:56Z",false,0,"File Set to Executable - Hidden Directory [L0319B]",1,true,"All",https://localhost/console/rule/948/details
"All","ESET","File system","2023-08-02T16:12:56Z",false,0,"File Set to Executable - Hidden [L0319A]",1,true,"All",https://localhost/console/rule/947/details
"All","ESET","File system","2023-08-02T16:12:57Z",false,0,"File Set to Executable - Uncommon Directory [L0320]",1,true,"All",https://localhost/console/rule/1237/details
"All","ESET","File system","2023-08-02T16:12:55Z",true,0,"File set to immutable - specific [L0311B]",3,true,"All",https://localhost/console/rule/939/details
"All","ESET","File system","2023-08-02T16:12:55Z",false,0,"File set to immutable [L0311A]",2,true,"All",https://localhost/console/rule/938/details
"All","ESET","File system","2023-08-02T16:12:55Z",false,0,"File set to undeletable [L0312]",2,true,"All",https://localhost/console/rule/940/details
"All","ESET","Discovery","2023-08-02T16:12:53Z",false,0,"File share enumberation via PowerShell script (Sharefinder.ps1) [C1117b]",1,true,"All",https://localhost/console/rule/459/details
"All","ESET","Discovery","2023-08-02T16:12:53Z",false,0,"File share enumeration via net.exe [C1117a]",1,true,"All",https://localhost/console/rule/458/details
"All","ESET","File system","2023-08-02T16:12:55Z",false,0,"File SUID/SGID flag set [L0314]",1,true,"All",https://localhost/console/rule/942/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File used by DiskCryptor application has been written [C0618]",3,true,"All",https://localhost/console/rule/388/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File used by Win32/Diskcoder.C has been written [C0616]",3,true,"All",https://localhost/console/rule/386/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File used by Win32/Diskcoder.D has been written [C0617]",3,true,"All",https://localhost/console/rule/387/details
"All","ESET","File system","2023-08-02T16:12:55Z",true,0,"File with a Standard Kernel Process Name Dropped [L0305]",3,true,"All",https://localhost/console/rule/932/details
"All","ESET","File system","2023-08-02T16:12:55Z",false,0,"File with a Suspicious Extension Dropped [L0306]",2,true,"All",https://localhost/console/rule/933/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",true,0,"File with a suspicious extension executed [L0411]",3,true,"All",https://localhost/console/rule/963/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",true,0,"File with a suspicious extension executed [M0412]",3,true,"All",https://localhost/console/rule/1045/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.BTCWare has been written [C0615]",3,true,"All",https://localhost/console/rule/385/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.Crysis has been written [C0613]",3,true,"All",https://localhost/console/rule/383/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.FS has been written [C0621]",3,true,"All",https://localhost/console/rule/391/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.FV has been written [C0620]",3,true,"All",https://localhost/console/rule/390/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.GandCrab has been written [C0605]",3,true,"All",https://localhost/console/rule/375/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.LockedFile has been written [C0623]",3,true,"All",https://localhost/console/rule/393/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.Ouroboros has been written [C0627]",3,true,"All",https://localhost/console/rule/397/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.Phobos has been written [C0625]",3,true,"All",https://localhost/console/rule/395/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"File with extension used by Win32/Filecoder.Ryuk has been written [C0626]",2,true,"All",https://localhost/console/rule/396/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with extension used by Win32/Filecoder.STOP has been written [C0624]",3,true,"All",https://localhost/console/rule/394/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"File with extension used by Win32/Filecoder.WastedLocker has been written [C0629]",2,true,"All",https://localhost/console/rule/399/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"File with image/container extension deletion attempt [C0311]",1,true,"All",https://localhost/console/rule/294/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"File with name containing keyword used by Win32/Filecoder.RagnarLocker was written [C0639]",2,true,"All",https://localhost/console/rule/409/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"File with name format used by Win32/Filecoder.BlackCat has been written [C0642]",1,true,"All",https://localhost/console/rule/412/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"File with snapshot related extension deletion attempt [C0312]",1,true,"All",https://localhost/console/rule/295/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"File with suspicious name has been executed [C0426]",1,true,"All",https://localhost/console/rule/339/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"File with suspicious name has been written (Conti) [C0329]",1,true,"All",https://localhost/console/rule/309/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",true,0,"File with unexpected extension is written into documents folder [C0628]",3,true,"All",https://localhost/console/rule/398/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"File written into minidump folder [C0318]",1,true,"All",https://localhost/console/rule/301/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:56Z",true,0,"Filecoder behavior [M0601]",3,true,"All",https://localhost/console/rule/1046/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:56Z",true,0,"Filecoder behavior [Z0601]",3,true,"All",https://localhost/console/rule/1121/details
"All","ESET","Incident","2023-08-02T16:12:55Z",true,0,"Filecoder Detected [I0108]",3,true,"All",https://localhost/console/rule/907/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:57Z",false,0,"filezilla.exe executed [C0456]",1,true,"All",https://localhost/console/rule/1184/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:51Z",false,0,"Finger execution [A0447]",2,true,"All",https://localhost/console/rule/170/details
"All","ESET","Defense Evasion","2023-08-02T16:12:56Z",false,0,"Firewall Manipulation - Disabled [L1201]",2,true,"All",https://localhost/console/rule/1016/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:56Z",false,0,"Firewall Manipulation - Rules Flushed / Deleted [L1012]",2,true,"All",https://localhost/console/rule/1004/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:56Z",false,0,"Firewall rules manipulation [M0202]",2,true,"All",https://localhost/console/rule/1034/details
"All","ESET","File system","2023-08-02T16:12:57Z",false,0,"Format command from cmd.exe [C0309]",1,true,"All",https://localhost/console/rule/1175/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"format.com executed [C0314]",1,true,"All",https://localhost/console/rule/297/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"fsutil volume dismount command executed [C0316]",1,true,"All",https://localhost/console/rule/299/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"fsutil wim removewim command executed [C0317]",1,true,"All",https://localhost/console/rule/300/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:54Z",true,0,"Generic Apache backdoor activity - child process [F0402]",3,true,"All",https://localhost/console/rule/763/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:54Z",true,0,"Generic IIS backdoor activity - child process [F0403]",3,true,"All",https://localhost/console/rule/764/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Get-GPPPassword command through PowerShell [C0439]",1,true,"All",https://localhost/console/rule/352/details
"All","ESET","Discovery","2023-08-02T16:12:51Z",false,0,"GetWindowText API string in AMSI script [A1102]",1,true,"All",https://localhost/console/rule/225/details
"All","ESET","Persistence","2023-08-02T16:12:56Z",false,0,"Google Chrome profile modification by unpopular process [M0106]",1,true,"All",https://localhost/console/rule/1032/details
"All","ESET","File System","2023-08-02T16:12:53Z",false,0,"Grant Full Access to Filesystem Path [D0329]",1,true,"All",https://localhost/console/rule/486/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:56Z",false,0,"Group policy PowerShell ExecutionPolicy was set to RemoteSigned [A0205b]",1,true,"All",https://localhost/console/rule/1124/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:56Z",false,0,"Group policy PowerShell ExecutionPolicy was set to Unrestricted [A0205a]",2,true,"All",https://localhost/console/rule/1123/details
"All","ESET","Persistence","2023-08-02T16:12:56Z",false,0,"Group policy registry AutoStart was modified [A0115]",2,true,"All",https://localhost/console/rule/1122/details
"All","ESET","File system","2023-08-02T16:12:57Z",false,0,"Group Policy scheduled tasks were modified [F0306]",1,true,"All",https://localhost/console/rule/1222/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:57Z",false,0,"Guest account activated [F1006]",1,true,"All",https://localhost/console/rule/1227/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:57Z",false,0,"Guest account login [F1008]",1,true,"All",https://localhost/console/rule/1229/details
"All","ESET","Incident","2023-08-02T16:12:55Z",true,0,"HackTool Detected [I0107]",3,true,"All",https://localhost/console/rule/906/details
"All","ESET","Discovery","2023-08-02T16:12:57Z",false,0,"Hardware Discovery [L1112B]",1,true,"All",https://localhost/console/rule/1252/details
"All","ESET","File system","2023-08-02T16:12:57Z",false,0,"Hidden File Deleted - Uncommon Directory [L0321]",1,true,"All",https://localhost/console/rule/1238/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",true,0,"Hidden File Executed from a Standard Location [L0410]",3,true,"All",https://localhost/console/rule/962/details
"All","ESET","Incident","2023-08-02T16:12:55Z",true,0,"High Priority AV Detection [I0100]",3,true,"All",https://localhost/console/rule/899/details
"All","ESET","File system","2023-08-02T16:12:53Z",false,0,"High-risk process has written to the Recycle Bin folder [E0301]",2,true,"All",https://localhost/console/rule/581/details
"All","ESET","Communication","2023-08-02T16:12:54Z",true,0,"High-risk process makes HTTP request to a PasteBin-like site [E0506]",3,true,"All",https://localhost/console/rule/657/details
"All","ESET","Communication","2023-08-02T16:12:54Z",true,0,"High-risk process makes HTTP request to a popular Web Service [E0503]",3,true,"All",https://localhost/console/rule/654/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:50Z",false,0,"Hosts file location registry was modified [A0202]",2,true,"All",https://localhost/console/rule/68/details
"All","ESET","File system","2023-08-02T16:12:50Z",false,0,"HTA file written/renamed [A0305]",1,true,"All",https://localhost/console/rule/100/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:54Z",false,0,"HTTP proxy related registry key removal [E1206]",1,true,"All",https://localhost/console/rule/728/details
"All","ESET","Communication","2023-08-02T16:12:57Z",false,0,"HTTP request from Windows Installer (msiexec) [A0514]",1,true,"All",https://localhost/console/rule/1148/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Http request to url specific to Win32/Filecoder.Egregor [C0636]",2,true,"All",https://localhost/console/rule/406/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Http request to url specific to Win32/Filecoder.Nemty [C0634]",2,true,"All",https://localhost/console/rule/404/details
"All","ESET","Ransomware / Filecoders","2023-08-02T16:12:52Z",false,0,"Http request to url specific to Win32/Filecoder.ODM (SunCrypt) [C0635]",2,true,"All",https://localhost/console/rule/405/details
"All","ESET","Communication","2023-08-02T16:12:56Z",false,0,"HTTP/HTTPS connection made from a scheduled job [L0501]",1,true,"All",https://localhost/console/rule/977/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"IconServiceLib registry was modified [A0116]",2,true,"All",https://localhost/console/rule/27/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Image File Execution Options Debugger registry was modified [A0145]",2,true,"All",https://localhost/console/rule/61/details
"All","ESET","Communication","2023-08-02T16:12:51Z",false,0,"IMAP communication over non-standard port [A0517]",2,true,"All",https://localhost/console/rule/193/details
"All","ESET","Communication","2023-08-02T16:12:50Z",true,0,"IMEwdbld has dropped an executable [A0323]",3,true,"All",https://localhost/console/rule/116/details
"All","ESET","File system","2023-08-02T16:12:52Z",false,0,"Important system file deletion attempt [C0308]",1,true,"All",https://localhost/console/rule/293/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Indirect Command Execution [F0445]",2,true,"All",https://localhost/console/rule/819/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection from an unpopular process [F0415]",2,true,"All",https://localhost/console/rule/780/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into browser process [F0416][C]",2,true,"All",https://localhost/console/rule/781/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into email client process [F0417][C]",2,true,"All",https://localhost/console/rule/782/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into file manager process [F0418][C]",2,true,"All",https://localhost/console/rule/783/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into IM process [F0419][C]",2,true,"All",https://localhost/console/rule/784/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into LSASS process - credential dumping [F0412]",2,true,"All",https://localhost/console/rule/772/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into system process [F0413a][C]",2,true,"All",https://localhost/console/rule/773/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into system process [F0413b][C]",2,true,"All",https://localhost/console/rule/774/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into system process [F0413c][C]",2,true,"All",https://localhost/console/rule/775/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into trusted process [F0414a][C]",2,true,"All",https://localhost/console/rule/776/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into trusted process [F0414b][C]",2,true,"All",https://localhost/console/rule/777/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into trusted process [F0414c][C]",2,true,"All",https://localhost/console/rule/778/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",false,0,"Injection into trusted process [F0414d][C]",2,true,"All",https://localhost/console/rule/779/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:53Z",true,0,"Installutil application whitelisting bypass [E0412]",3,true,"All",https://localhost/console/rule/601/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",true,0,"Interactive Shell Spawned from a Scheduled Job [L0415A]",3,true,"All",https://localhost/console/rule/967/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:56Z",false,0,"Interactive Shell Spawned from a Systemd Service [L0415B]",2,true,"All",https://localhost/console/rule/968/details
"All","ESET","Communication","2023-08-02T16:12:55Z",false,0,"Internal network connection from rundll32.exe started from a compromised process [F0510a]",1,true,"All",https://localhost/console/rule/868/details
"All","ESET","Communication","2023-08-02T16:12:51Z",false,0,"Internal network connection from rundll32.exe started from an unpopular process [A0504a]",1,true,"All",https://localhost/console/rule/181/details
"All","ESET","Communication","2023-08-02T16:12:51Z",false,0,"Internal network connection from wscript.exe [A0505a]",1,true,"All",https://localhost/console/rule/183/details
"All","ESET","Web browser-related","2023-08-02T16:12:51Z",false,0,"Internet Explorer Extensions registry was modified [A0700]",1,true,"All",https://localhost/console/rule/207/details
"All","ESET","Web browser-related","2023-08-02T16:12:51Z",false,0,"Internet Explorer JavaScript profiler registry was modified [A0702]",2,true,"All",https://localhost/console/rule/209/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:50Z",false,0,"Internet Explorer settings modified [A0224]",2,true,"All",https://localhost/console/rule/88/details
"All","ESET","Web browser-related","2023-08-02T16:12:51Z",false,0,"Internet Explorer UrlSearchHooks registry entry was modified [A0701]",1,true,"All",https://localhost/console/rule/208/details
"All","ESET","Registry - Altering Security Features","2023-08-02T16:12:57Z",false,0,"Internet Settings AutoConfigURL Registry Key Modified [D0208]",3,true,"All",https://localhost/console/rule/1191/details
"All","ESET","Registry - Altering Security Features","2023-08-02T16:12:53Z",true,0,"Internet Settings NLA Proxy Registry Key Modification [D0209]",3,true,"All",https://localhost/console/rule/470/details
"All","ESET","Discovery","2023-08-02T16:12:51Z",true,0,"Invoke-WCMDump cmdlet [A1116]",3,true,"All",https://localhost/console/rule/240/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:54Z",false,0,"Java Runtime executing suspicious script/command interpreter [E0462]",2,true,"All",https://localhost/console/rule/643/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:51Z",false,0,"Javascript or VBScript started from startup folder [A0443]",2,true,"All",https://localhost/console/rule/166/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",true,0,"Kali started on WSL [F0433a]",3,true,"All",https://localhost/console/rule/801/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:55Z",true,0,"Kali started on WSL [F0433b]",3,true,"All",https://localhost/console/rule/802/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:52Z",false,0,"Kerberoast attempt through PowerShell [C0431]",1,true,"All",https://localhost/console/rule/344/details
"All","ESET","Experimental","2023-08-02T16:12:56Z",false,0,"Kernel module creation or modification [M0305]",2,true,"All",https://localhost/console/rule/1038/details
"All","ESET","Drivers","2023-08-02T16:12:56Z",true,0,"Kernel Module Loaded From an Unusual Directory - Specific [L1301B]",3,true,"All",https://localhost/console/rule/1024/details
"All","ESET","Drivers","2023-08-02T16:12:56Z",false,0,"Kernel Module Loaded from an Unusual Directory [L1301A]",2,true,"All",https://localhost/console/rule/1023/details
"All","ESET","Drivers","2023-08-02T16:12:56Z",false,0,"Kernel Module Loaded via Unusual Method [L1302]",1,true,"All",https://localhost/console/rule/1025/details
"All","ESET","Persistence","2023-08-02T16:12:55Z",false,0,"Kernel module loaded/unloaded via insmod/rmmod [L0107]",2,true,"All",https://localhost/console/rule/923/details
"All","ESET","Discovery","2023-08-02T16:12:57Z",false,0,"Kernel Modules Discovery [L1112A]",1,true,"All",https://localhost/console/rule/1251/details
"All","ESET","Suspicious Process Creation and Process Manipulation","2023-08-02T16:12:53Z",false,0,"Key Manager Dialog Usage [D0454]",2,true,"All",https://localhost/console/rule/523/details
"All","ESET","Suspicious system configuration / Removing evidence","2023-08-02T16:12:52Z",false,0,"KillDisk specific registry item has been added [C1001]",1,true,"All",https://localhost/console/rule/414/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:57Z",false,0,"Known malicious PowerShell cmdlet [D0442]",3,true,"All",https://localhost/console/rule/1202/details
"All","ESET","Persistence","2023-08-02T16:12:54Z",false,0,"Large Registry value set [F0102]",1,true,"All",https://localhost/console/rule/729/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:54Z",false,0,"Lateral Type Command Usage Over SMB Share [E0432]",1,true,"All",https://localhost/console/rule/622/details
"All","ESET","Persistence","2023-08-02T16:12:56Z",false,0,"Launch Agent added [M0101]",1,true,"All",https://localhost/console/rule/1029/details
"All","ESET","Experimental","2023-08-02T16:12:56Z",false,0,"Launch Daemon added [M0100]",1,true,"All",https://localhost/console/rule/1028/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",true,0,"Legacy AutoStart registry was modified [A0102]",3,true,"All",https://localhost/console/rule/4/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Legacy Scheduled task file written or modified [A0138]",1,true,"All",https://localhost/console/rule/53/details
"All","ESET","Suspicious Process Creation and Process Manipulation","2023-08-02T16:12:53Z",true,0,"LNK Abuse from Accessibility Feature [D0461]",3,true,"All",https://localhost/console/rule/528/details
"All","ESET","File System","2023-08-02T16:12:53Z",false,0,"LNK File Created on Removable Drive [D0335]",2,true,"All",https://localhost/console/rule/491/details
"All","ESET","Incident","2023-08-02T16:12:55Z",true,0,"LNK Malware Detected [I0104]",3,true,"All",https://localhost/console/rule/903/details
"All","ESET","Experimental","2023-08-02T16:12:53Z",true,0,"Loaded Driver Abused by Wipers [D1305]",3,true,"All",https://localhost/console/rule/576/details
"All","ESET","Experimental","2023-08-02T16:12:53Z",false,0,"Loaded Driver from Uncommon Location [D1303]",1,true,"All",https://localhost/console/rule/575/details
"All","ESET","Experimental","2023-08-02T16:12:53Z",false,0,"Loaded Known Vulnerable Driver [D1302]",2,true,"All",https://localhost/console/rule/574/details
"All","ESET","Experimental","2023-08-02T16:12:53Z",true,0,"Loaded Mimikatz Driver [D1301]",3,true,"All",https://localhost/console/rule/573/details
"All","ESET","Experimental","2023-08-02T16:12:57Z",false,0,"Loaded Suspicious Driver [D1304]",1,true,"All",https://localhost/console/rule/1211/details
"All","ESET","File System","2023-08-02T16:12:51Z",true,0,"Loading of a DLL file copied via RDP clipboard from %WINDIR% [A0450c]",3,true,"All",https://localhost/console/rule/175/details
"All","ESET","File System","2023-08-02T16:12:57Z",false,0,"Loading of a DLL file copied via RDP clipboard [A0450b]",3,true,"All",https://localhost/console/rule/1145/details
"All","ESET","File System","2023-08-02T16:12:51Z",true,0,"Loading of a suspicious DLL file copied via RDP clipboard [A0450a]",3,true,"All",https://localhost/console/rule/174/details
"All","ESET","Experimental","2023-08-02T16:12:51Z",true,0,"Loading of driver file copied via RDP clipboard [A1300]",3,true,"All",https://localhost/console/rule/242/details
"All","ESET","Persistence","2023-08-02T16:12:57Z",false,0,"Local Account Creation Using PowerShell [D0105]",2,true,"All",https://localhost/console/rule/1190/details
"All","ESET","Defense Evasion","2023-08-02T16:12:54Z",false,0,"Local FW Modification: Netsh.exe rule to block outound UDP ports(53,137) [E1202]",1,true,"All",https://localhost/console/rule/724/details
"All","ESET","Defense Evasion","2023-08-02T16:12:56Z",false,0,"Logging Configuration Modified [L1207]",2,true,"All",https://localhost/console/rule/1021/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:53Z",false,0,"LogMeIn remote desktop application started [D0430]",2,true,"All",https://localhost/console/rule/503/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:53Z",true,0,"LolBin Process Spawned by WMI Script Consumer [E0406]",3,true,"All",https://localhost/console/rule/595/details
"All","ESET","Defense Evasion","2023-08-02T16:12:53Z",false,0,"Long PowerShell script [D1203]",1,true,"All",https://localhost/console/rule/569/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:54Z",false,0,"LSA registry entry was modified by a compromised process [F0207]",2,true,"All",https://localhost/console/rule/752/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:50Z",false,0,"LSA registry entry was modified by an unpopular process [A0204]",2,true,"All",https://localhost/console/rule/69/details
"All","ESET","Registry - Altering Security Features","2023-08-02T16:12:53Z",false,0,"LSA Security Support Provider Modification [D0221]",2,true,"All",https://localhost/console/rule/478/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:51Z",true,0,"LSASS loaded suspicious DLL [B0408]",3,true,"All",https://localhost/console/rule/259/details
"All","ESET","Discovery","2023-08-02T16:12:51Z",false,0,"MainWindowTitle property string in PowerShell [A1103]",1,true,"All",https://localhost/console/rule/226/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:51Z",false,0,"Management of the services from command line [B0403]",1,true,"All",https://localhost/console/rule/255/details
"All","ESET","Registry - altering security features","2023-08-02T16:12:56Z",false,0,"Manipulate with the Security EventLog service registry key [N0201]",1,true,"All",https://localhost/console/rule/1055/details
"All","ESET","Persistence","2023-08-02T16:12:57Z",false,0,"Medium-size Registry value set [F0101]",1,true,"All",https://localhost/console/rule/1221/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:50Z",false,0,"Microsoft Connection Manager Profile Installer was executed [A0421]",2,true,"All",https://localhost/console/rule/134/details
"All","ESET","Defense Evasion","2023-08-02T16:12:53Z",false,0,"Microsoft Defender Disabled Using PowerShell [D1208]",2,true,"All",https://localhost/console/rule/572/details
"All","ESET","Persistence","2023-08-02T16:12:50Z",false,0,"Microsoft Exchange Transport Agent configuration file changed [A0142]",2,true,"All",https://localhost/console/rule/58/details
"All","ESET","Office","2023-08-02T16:12:51Z",false,0,"Microsoft Office Addins registry entry was modified by an unpopular process [A0800]",1,true,"All",https://localhost/console/rule/210/details
"All","ESET","Office","2023-08-02T16:12:53Z",true,0,"Microsoft Office application executed a suspicious macro [D0809]",3,true,"All",https://localhost/console/rule/555/details
"All","ESET","File system","2023-08-02T16:12:50Z",false,0,"Microsoft Office application has dropped a suspicious executable [A0308]",2,true,"All",https://localhost/console/rule/103/details
"All","ESET","Office","2023-08-02T16:12:53Z",true,0,"Microsoft Office Application Invoked Script Interpreter [D0807]",3,true,"All",https://localhost/console/rule/553/details
"All","ESET","Registry - Altering Security Features","2023-08-02T16:12:53Z",false,0,"Microsoft Office MacroRuntimeScanScope Registry Modification [D0218]",2,true,"All",https://localhost/console/rule/475/details
"All","ESET","Office","2023-08-02T16:12:51Z",false,0,"Microsoft Office protected view was modified [B0801]",2,true,"All",https://localhost/console/rule/269/details
"All","ESET","Office","2023-08-02T16:12:53Z",true,0,"Microsoft Office Spawns msdt.exe [D0819]",3,true,"All",https://localhost/console/rule/562/details
"All","ESET","Suspicious process creation and process manipulation","2023-08-02T16:12:51Z",true,0,"Microsoft Office suite executed process via WMI [A0427c]",3,true,"All",https://localhost/console/rule/144/details
"All","ESET","Office","2023-08-02T16:12:53Z",true,0,"Microsoft Office Suspicious CPL Execution [D0813]",3,true,"All",https://localhost/console/rule/557/details
"All","ESET","Office","2023-08-02T16:12:53Z",false,0,"Microsoft Office Task Scheduler Usage [D0811]",1,true,"All",https://localhost/console/rule/556/details
"All","ESET","Office","2023-08-02T16:12:51Z",false,0,"Microsoft Office Test registry entry was modified [A0801]",2,true,"All",https://localhost/console/rule/211/details
"All","ESET","Registry - Altering Security Features","2023-08-02T16:12:53Z",false,0,"Microsoft Office Trusted Locations Registry Modification [D0219]",2,true,"All",https://localhost/console/rule/476/details
"All","ESET","Office","2023-08-02T16:12:53Z",false,0,"Microsoft Office VSTO Add-In Download [D0818]",2,true,"All",https://localhost/console/rule/561/details
